season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2021,Joel Embiid,7-0,280,,2021-03-11,26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,31,2021-03-12,26,20:24,8,11,.727,1,1,1.000,6,6,1.000,2,5,7,3,0,2,3,2,23,+22
2021,Joel Embiid,7-0,280,,2021-03-14,26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-16,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-17,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-20,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-21,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-23,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-25,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-27,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-03-30,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,,2021-04-01,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,32,2021-04-03,27,28:35,6,14,.429,0,4,.000,12,17,.706,4,4,8,2,0,3,4,3,24,+20
2021,Joel Embiid,7-0,280,,2021-04-04,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,33,2021-04-06,27,32:48,9,19,.474,1,5,.200,16,20,.800,3,3,6,1,0,1,4,1,35,+12
2021,Joel Embiid,7-0,280,34,2021-04-09,27,31:16,5,16,.313,0,3,.000,4,4,1.000,1,8,9,1,0,2,3,4,14,+4
2021,Joel Embiid,7-0,280,35,2021-04-10,27,27:14,10,17,.588,0,2,.000,7,9,.778,0,10,10,4,0,4,2,3,27,+19
2021,Joel Embiid,7-0,280,36,2021-04-12,27,25:39,10,17,.588,2,3,.667,14,15,.933,1,6,7,2,1,0,1,1,36,+8
2021,Joel Embiid,7-0,280,37,2021-04-14,27,33:18,13,29,.448,3,6,.500,10,11,.909,2,11,13,2,0,2,2,0,39,-1
2021,Joel Embiid,7-0,280,38,2021-04-16,27,35:35,10,20,.500,0,3,.000,16,18,.889,5,9,14,1,1,0,2,1,36,+7
2021,Joel Embiid,7-0,280,39,2021-04-19,27,32:28,8,21,.381,1,3,.333,11,14,.786,2,11,13,8,1,1,4,3,28,-6
2021,Joel Embiid,7-0,280,40,2021-04-21,27,32:36,14,23,.609,3,5,.600,7,9,.778,9,8,17,4,1,1,8,2,38,0
2021,Joel Embiid,7-0,280,41,2021-04-22,27,26:50,9,21,.429,0,4,.000,6,7,.857,0,3,3,3,0,1,1,3,24,-19
2021,Joel Embiid,7-0,280,,2021-04-24,27,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2021,Joel Embiid,7-0,280,42,2021-04-26,27,22:59,6,10,.600,2,5,.400,7,9,.778,0,5,5,1,3,0,2,3,21,+18
2021,Joel Embiid,7-0,280,43,2021-04-28,27,25:09,7,16,.438,1,3,.333,2,2,1.000,3,4,7,1,1,3,1,2,17,+18
2021,Joel Embiid,7-0,280,44,2021-04-30,27,24:49,6,14,.429,1,2,.500,5,5,1.000,2,4,6,1,1,1,3,3,18,+8
2021,Joel Embiid,7-0,280,45,2021-05-02,27,34:37,13,23,.565,1,3,.333,7,7,1.000,3,9,12,1,0,0,4,4,34,-3
2021,Joel Embiid,7-0,280,46,2021-05-03,27,32:57,4,13,.308,0,3,.000,5,6,.833,1,9,10,3,0,3,4,3,13,+29
2021,Joel Embiid,7-0,280,47,2021-05-05,27,24:38,10,17,.588,0,2,.000,14,16,.875,7,5,12,2,0,1,3,1,34,+9
2021,Joel Embiid,7-0,280,48,2021-05-07,27,33:01,11,20,.550,3,4,.750,12,12,1.000,1,12,13,3,0,2,3,1,37,+14
2021,Joel Embiid,7-0,280,49,2021-05-08,27,22:51,11,13,.846,1,1,1.000,6,6,1.000,1,5,6,1,1,0,1,1,29,+19
2021,Joel Embiid,7-0,280,,2021-05-11,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Joel Embiid,7-0,280,50,2021-05-13,27,25:19,3,9,.333,0,2,.000,0,1,.000,0,2,2,1,2,0,4,3,6,-17
2021,Joel Embiid,7-0,280,51,2021-05-14,27,22:35,3,9,.333,1,1,1.000,6,6,1.000,1,10,11,2,1,1,4,4,13,+11
2021,Joel Embiid,7-0,280,,2021-05-16,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,1,2021-10-20,27,25:42,8,17,.471,2,3,.667,4,6,.667,1,5,6,5,1,1,1,3,22,+4
2022,Joel Embiid,7-0,280,2,2021-10-22,27,29:43,6,15,.400,2,5,.400,5,6,.833,2,6,8,4,2,4,3,4,19,-4
2022,Joel Embiid,7-0,280,3,2021-10-24,27,33:17,8,15,.533,2,5,.400,4,6,.667,1,8,9,6,1,3,0,2,22,+10
2022,Joel Embiid,7-0,280,4,2021-10-26,27,30:25,2,7,.286,0,2,.000,10,11,.909,1,5,6,3,1,1,5,1,14,-8
2022,Joel Embiid,7-0,280,5,2021-10-28,27,30:58,8,19,.421,1,4,.250,13,15,.867,5,13,18,3,1,0,4,2,30,+14
2022,Joel Embiid,7-0,280,6,2021-10-30,27,29:43,5,13,.385,1,4,.250,8,9,.889,0,5,5,2,0,1,2,1,19,+21
2022,Joel Embiid,7-0,280,,2021-11-01,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,7,2021-11-03,27,34:05,6,18,.333,1,5,.200,5,9,.556,1,8,9,7,1,1,4,3,18,+10
2022,Joel Embiid,7-0,280,8,2021-11-04,27,30:02,6,15,.400,0,0,,7,8,.875,4,5,9,3,1,0,2,3,19,-9
2022,Joel Embiid,7-0,280,9,2021-11-06,27,34:02,11,19,.579,4,5,.800,4,7,.571,1,15,16,3,0,2,6,1,30,+16
2022,Joel Embiid,7-0,280,,2021-11-08,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-09,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-11,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-13,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-16,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-18,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-20,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-22,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,,2021-11-24,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,10,2021-11-27,27,45:26,12,23,.522,2,4,.500,16,21,.762,2,12,14,3,1,2,4,4,42,+11
2022,Joel Embiid,7-0,280,11,2021-11-29,27,29:45,4,16,.250,1,2,.500,7,10,.700,4,9,13,5,0,2,3,4,16,+1
2022,Joel Embiid,7-0,280,12,2021-12-01,27,33:14,3,17,.176,1,3,.333,6,10,.600,4,14,18,6,2,3,0,1,13,-9
2022,Joel Embiid,7-0,280,13,2021-12-03,27,36:08,10,23,.435,1,3,.333,7,8,.875,1,11,12,4,1,2,3,4,28,+15
2022,Joel Embiid,7-0,280,14,2021-12-06,27,40:40,15,20,.750,1,2,.500,12,14,.857,1,14,15,7,1,0,3,3,43,+7
2022,Joel Embiid,7-0,280,15,2021-12-08,27,32:32,8,17,.471,1,2,.500,15,19,.789,1,7,8,4,1,0,1,4,32,-1
2022,Joel Embiid,7-0,280,16,2021-12-09,27,30:14,8,18,.444,1,4,.250,2,2,1.000,1,8,9,2,3,1,1,4,19,-3
2022,Joel Embiid,7-0,280,17,2021-12-11,27,32:31,7,16,.438,1,4,.250,11,11,1.000,0,9,9,4,2,0,4,3,26,-9
2022,Joel Embiid,7-0,280,,2021-12-13,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2022,Joel Embiid,7-0,280,18,2021-12-15,27,37:06,5,13,.385,1,5,.200,6,6,1.000,1,13,14,5,1,1,1,1,17,+7
2022,Joel Embiid,7-0,280,19,2021-12-16,27,33:13,11,20,.550,1,3,.333,9,11,.818,0,9,9,6,1,0,2,4,32,-5
2022,Joel Embiid,7-0,280,20,2021-12-20,27,40:13,14,27,.519,1,5,.200,12,14,.857,0,10,10,5,2,4,5,3,41,+4
2022,Joel Embiid,7-0,280,21,2021-12-23,27,35:31,6,17,.353,2,2,1.000,9,10,.900,2,8,10,2,1,2,2,1,23,-11
2022,Joel Embiid,7-0,280,22,2021-12-26,27,30:39,12,17,.706,2,5,.400,10,11,.909,2,11,13,1,1,2,1,1,36,+25
2022,Joel Embiid,7-0,280,23,2021-12-28,27,34:06,11,16,.688,2,3,.667,12,14,.857,2,9,11,4,1,1,2,2,36,-4
2022,Joel Embiid,7-0,280,24,2021-12-30,27,32:02,11,23,.478,3,5,.600,9,12,.750,2,5,7,1,3,1,2,1,34,0
2022,Joel Embiid,7-0,280,25,2022-01-03,27,29:47,12,20,.600,1,2,.500,6,7,.857,5,10,15,10,1,2,6,2,31,+20
2022,Joel Embiid,7-0,280,26,2022-01-05,27,33:14,12,22,.545,0,2,.000,7,10,.700,3,2,5,4,1,1,6,4,31,+1
2022,Joel Embiid,7-0,280,27,2022-01-07,27,31:57,10,23,.435,0,1,.000,11,15,.733,3,9,12,7,0,1,4,1,31,+26
2022,Joel Embiid,7-0,280,28,2022-01-10,27,26:24,9,16,.563,0,1,.000,13,13,1.000,4,4,8,6,1,2,2,3,31,+12
2022,Joel Embiid,7-0,280,29,2022-01-12,27,32:41,10,17,.588,1,3,.333,10,14,.714,1,5,6,3,0,1,7,3,31,-16
2022,Joel Embiid,7-0,280,30,2022-01-14,27,32:24,7,15,.467,2,7,.286,9,9,1.000,1,12,13,6,1,1,2,2,25,+20
2022,Joel Embiid,7-0,280,31,2022-01-15,27,36:17,12,22,.545,0,3,.000,8,11,.727,3,9,12,3,1,1,2,2,32,+16
2022,Joel Embiid,7-0,280,32,2022-01-17,27,29:18,10,20,.500,3,4,.750,9,10,.900,2,6,8,1,0,0,4,4,32,-16
2022,Joel Embiid,7-0,280,33,2022-01-19,27,27:03,17,23,.739,1,4,.250,15,17,.882,1,11,12,2,1,3,2,3,50,+24
2022,Joel Embiid,7-0,280,34,2022-01-21,27,36:32,15,25,.600,3,3,1.000,7,10,.700,5,8,13,6,0,1,5,4,40,-6
2022,Joel Embiid,7-0,280,35,2022-01-23,27,31:40,16,32,.500,1,3,.333,5,6,.833,3,9,12,6,0,1,1,2,38,+8
2022,Joel Embiid,7-0,280,36,2022-01-25,27,33:10,12,24,.500,0,3,.000,18,20,.900,6,8,14,4,0,4,3,5,42,+6
2022,Joel Embiid,7-0,280,37,2022-01-27,27,34:40,9,20,.450,0,5,.000,8,13,.615,1,8,9,7,1,2,4,2,26,+21
2022,Joel Embiid,7-0,280,38,2022-01-29,27,34:55,10,18,.556,2,5,.400,14,18,.778,0,12,12,6,0,1,4,0,36,+5
2022,Joel Embiid,7-0,280,,2022-01-31,27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,39,2022-02-02,27,35:07,11,27,.407,0,3,.000,5,8,.625,3,11,14,6,1,1,0,3,27,+4
2022,Joel Embiid,7-0,280,40,2022-02-04,27,33:00,7,17,.412,2,5,.400,11,14,.786,2,11,13,4,2,3,1,2,27,-17
2022,Joel Embiid,7-0,280,41,2022-02-06,27,32:01,14,23,.609,2,4,.500,10,11,.909,1,9,10,3,0,1,4,4,40,+11
2022,Joel Embiid,7-0,280,42,2022-02-08,27,32:31,13,25,.520,2,8,.250,6,6,1.000,1,11,12,3,3,0,2,3,34,-4
2022,Joel Embiid,7-0,280,43,2022-02-11,27,34:38,8,25,.320,1,7,.143,8,11,.727,4,15,19,4,1,5,4,1,25,+14
2022,Joel Embiid,7-0,280,44,2022-02-12,27,32:46,11,22,.500,4,5,.800,14,15,.933,1,13,14,10,3,0,4,4,40,+24
2022,Joel Embiid,7-0,280,45,2022-02-15,27,26:21,3,9,.333,0,1,.000,13,16,.813,0,9,9,6,0,1,3,2,19,-34
2022,Joel Embiid,7-0,280,46,2022-02-17,27,37:03,14,21,.667,3,4,.750,11,14,.786,2,12,14,5,1,0,6,5,42,+13
2022,Joel Embiid,7-0,280,47,2022-02-25,27,31:21,10,18,.556,3,5,.600,11,13,.846,0,10,10,3,1,0,2,3,34,+25
2022,Joel Embiid,7-0,280,48,2022-02-27,27,36:08,7,18,.389,0,4,.000,23,27,.852,0,9,9,3,1,4,2,3,37,+18
2022,Joel Embiid,7-0,280,49,2022-03-02,27,34:46,7,15,.467,2,4,.500,11,13,.846,1,11,12,4,1,2,4,2,27,+22
2022,Joel Embiid,7-0,280,50,2022-03-04,27,36:07,7,14,.500,0,4,.000,8,9,.889,2,7,9,5,2,0,2,4,22,-1
2022,Joel Embiid,7-0,280,51,2022-03-05,27,36:09,4,15,.267,0,6,.000,14,14,1.000,5,10,15,2,2,0,4,3,22,-12
2022,Joel Embiid,7-0,280,52,2022-03-07,27,36:20,15,27,.556,1,3,.333,12,16,.750,3,11,14,2,2,3,2,2,43,+14
2022,Joel Embiid,7-0,280,53,2022-03-10,27,30:29,5,17,.294,2,3,.667,15,19,.789,4,8,12,2,0,1,4,4,27,-30
2022,Joel Embiid,7-0,280,54,2022-03-13,27,41:17,9,28,.321,2,5,.400,15,17,.882,4,12,16,7,1,2,2,1,35,+11
2022,Joel Embiid,7-0,280,55,2022-03-14,27,36:19,11,20,.550,3,3,1.000,9,10,.900,3,6,9,4,1,2,5,5,34,+2
2022,Joel Embiid,7-0,280,56,2022-03-16,28,34:31,13,19,.684,1,3,.333,8,10,.800,5,12,17,5,0,0,3,3,35,-1
2022,Joel Embiid,7-0,280,57,2022-03-18,28,33:51,11,20,.550,2,6,.333,8,9,.889,0,8,8,4,5,1,6,3,32,+5
2022,Joel Embiid,7-0,280,58,2022-03-20,28,37:15,6,20,.300,0,3,.000,9,11,.818,1,12,13,2,1,1,1,3,21,+7
2022,Joel Embiid,7-0,280,,2022-03-21,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Joel Embiid,7-0,280,59,2022-03-23,28,34:19,11,19,.579,0,1,.000,8,12,.667,4,6,10,3,3,3,2,4,30,+2
2022,Joel Embiid,7-0,280,60,2022-03-25,28,27:54,9,19,.474,2,3,.667,7,8,.875,2,8,10,2,1,2,3,2,27,+23
2022,Joel Embiid,7-0,280,61,2022-03-27,28,37:35,14,27,.519,1,5,.200,8,12,.667,7,8,15,2,3,2,4,2,37,-15
2022,Joel Embiid,7-0,280,62,2022-03-29,28,38:35,11,21,.524,3,5,.600,4,6,.667,1,13,14,7,1,0,4,2,29,+3
2022,Joel Embiid,7-0,280,63,2022-03-31,28,36:33,11,19,.579,1,2,.500,14,16,.875,0,15,15,3,1,2,7,4,37,-1
2022,Joel Embiid,7-0,280,64,2022-04-02,28,31:21,12,16,.750,1,3,.333,4,6,.667,2,12,14,6,0,0,4,2,29,+26
2022,Joel Embiid,7-0,280,65,2022-04-03,28,38:03,12,26,.462,3,6,.500,17,20,.850,4,13,17,3,1,5,3,1,44,+16
2022,Joel Embiid,7-0,280,66,2022-04-05,28,38:39,18,30,.600,2,3,.667,7,10,.700,2,11,13,2,0,1,3,1,45,+20
2022,Joel Embiid,7-0,280,67,2022-04-07,28,37:20,10,22,.455,0,4,.000,10,12,.833,0,10,10,2,1,1,5,2,30,+8
2022,Joel Embiid,7-0,280,68,2022-04-09,28,36:58,14,17,.824,2,2,1.000,11,15,.733,5,15,20,4,2,1,5,4,41,+11
2022,Joel Embiid,7-0,280,,2022-04-10,28,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2023,Joel Embiid,7-0,280,1,2022-10-18,28,37:16,9,18,.500,1,6,.167,7,9,.778,1,14,15,5,0,1,6,4,26,-13
2023,Joel Embiid,7-0,280,2,2022-10-20,28,36:09,6,21,.286,1,3,.333,2,3,.667,1,11,12,3,0,1,4,2,15,-10
2023,Joel Embiid,7-0,280,3,2022-10-22,28,35:57,14,25,.560,0,2,.000,12,15,.800,3,10,13,3,1,2,2,2,40,+6
2023,Joel Embiid,7-0,280,4,2022-10-24,28,28:17,8,13,.615,1,3,.333,9,9,1.000,1,4,5,2,1,3,3,5,26,+8
2023,Joel Embiid,7-0,280,5,2022-10-26,28,37:31,12,17,.706,2,4,.500,5,7,.714,0,5,5,3,0,0,2,2,31,-5
2023,Joel Embiid,7-0,280,,2022-10-28,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2023,Joel Embiid,7-0,280,6,2022-10-29,28,31:39,9,15,.600,1,2,.500,6,9,.667,2,5,7,4,1,0,5,4,25,+5
2023,Joel Embiid,7-0,280,,2022-10-31,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2022-11-02,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2022-11-04,28,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2023,Joel Embiid,7-0,280,7,2022-11-07,28,36:43,8,21,.381,1,4,.250,16,16,1.000,7,3,10,5,0,1,3,2,33,+10
2023,Joel Embiid,7-0,280,8,2022-11-10,28,31:45,9,18,.500,0,3,.000,8,10,.800,0,13,13,2,0,1,8,5,26,+10
2023,Joel Embiid,7-0,280,9,2022-11-12,28,40:01,14,25,.560,1,6,.167,13,16,.813,0,10,10,6,2,2,4,5,42,+22
2023,Joel Embiid,7-0,280,10,2022-11-13,28,36:41,19,28,.679,1,5,.200,20,24,.833,1,10,11,8,1,7,5,3,59,+25
2023,Joel Embiid,7-0,280,11,2022-11-18,28,36:50,12,26,.462,2,6,.333,6,8,.750,1,10,11,8,1,3,5,2,32,+8
2023,Joel Embiid,7-0,280,12,2022-11-19,28,35:51,6,15,.400,2,4,.500,18,20,.900,1,8,9,6,3,0,6,3,32,-2
2023,Joel Embiid,7-0,280,,2022-11-22,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2022-11-23,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2022-11-25,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2022-11-27,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,13,2022-11-28,28,35:29,9,18,.500,0,1,.000,12,13,.923,1,7,8,7,2,2,4,2,30,+4
2023,Joel Embiid,7-0,280,14,2022-11-30,28,28:31,6,16,.375,0,0,,7,9,.778,3,3,6,6,3,0,1,2,19,-12
2023,Joel Embiid,7-0,280,15,2022-12-02,28,40:30,13,26,.500,1,3,.333,8,9,.889,1,10,11,8,1,3,3,4,35,+9
2023,Joel Embiid,7-0,280,16,2022-12-05,28,35:22,12,21,.571,1,2,.500,14,17,.824,3,4,7,3,2,2,5,6,39,+8
2023,Joel Embiid,7-0,280,17,2022-12-09,28,46:03,14,19,.737,3,4,.750,7,8,.875,3,9,12,5,1,0,7,4,38,+20
2023,Joel Embiid,7-0,280,18,2022-12-11,28,34:19,20,32,.625,2,3,.667,11,11,1.000,3,9,12,3,0,1,2,2,53,+11
2023,Joel Embiid,7-0,280,19,2022-12-13,28,30:20,10,16,.625,0,1,.000,11,13,.846,1,6,7,2,1,1,3,3,31,+12
2023,Joel Embiid,7-0,280,20,2022-12-16,28,35:57,11,23,.478,2,3,.667,10,12,.833,3,10,13,4,4,2,6,0,34,+7
2023,Joel Embiid,7-0,280,21,2022-12-19,28,42:07,6,16,.375,2,3,.667,14,15,.933,0,11,11,4,2,0,3,4,28,+5
2023,Joel Embiid,7-0,280,22,2022-12-21,28,34:11,6,16,.375,0,1,.000,10,11,.909,0,10,10,6,0,4,1,3,22,+17
2023,Joel Embiid,7-0,280,23,2022-12-23,28,37:46,18,30,.600,1,4,.250,7,7,1.000,2,5,7,3,1,2,1,5,44,+2
2023,Joel Embiid,7-0,280,24,2022-12-25,28,33:54,12,22,.545,1,2,.500,10,15,.667,3,5,8,1,0,0,3,3,35,-6
2023,Joel Embiid,7-0,280,25,2022-12-27,28,35:39,17,32,.531,1,5,.200,13,14,.929,4,6,10,1,3,3,3,5,48,+8
2023,Joel Embiid,7-0,280,26,2022-12-30,28,34:08,14,22,.636,1,2,.500,8,10,.800,1,7,8,5,1,1,5,5,37,-4
2023,Joel Embiid,7-0,280,27,2022-12-31,28,28:28,6,17,.353,0,3,.000,4,6,.667,2,11,13,10,1,4,4,3,16,+22
2023,Joel Embiid,7-0,280,28,2023-01-02,28,35:55,15,24,.625,2,3,.667,10,10,1.000,2,9,11,5,1,1,4,5,42,+10
2023,Joel Embiid,7-0,280,,2023-01-04,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Joel Embiid,7-0,280,,2023-01-06,28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
